# Results of Galfit fitting to the mock r-band images of EAGLE galaxies at z=0.1
#
# COLUMN 1	[-]	Unique galaxy ID
# COLUMN 2	[mag]	best-fit integrated AB magnitude from Galfit
# COLUMN 3	[mag]	uncertainty on the best-fit integrated AB magnitude from Galfit
# COLUMN 4	[kpc]	best-fit semi-major axis from Galfit
# COLUMN 5	[kpc]	uncertainty on the best-fit semi-major axis from Galfit
# COLUMN 6	[-]	best-fit Sersic index from Galfit
# COLUMN 7	[-]	uncertainty on the best-fit Sersic index from Galfit
# COLUMN 8	[-]	best-fit axis ratio from Galfit
# COLUMN 9	[-]	uncertainty on the best-fit axis ratio from Galfit
# COLUMN 10	[deg]	best-fit position angle from Galfit 
# COLUMN 11	[deg]	uncertainty on the best-fit position angle from Galfit
# COLUMN 12	[-]	quality flag (see description in Section 3.2.3)
#
GalaxyID,galfit_mag,galfit_dmag,galfit_re,galfit_dre,galfit_n,galfit_dn,galfit_q,galfit_dq,galfit_PA,galfit_dPA,flag
9336486,18.3607,0.04,6.618,0.339,1.5615,0.09,0.6125,0.02,31.5896,2.24,0
9337181,18.7714,0.01,2.874,0.06,0.5294,0.04,0.7725,0.02,65.2785,3.22,0
9338468,17.9597,0.02,6.246,0.136,0.9756,0.03,0.5653,0.01,-45.4821,1.12,0
9339932,18.0973,0.02,8.351,0.241,1.1125,0.04,0.3498,0.01,48.1496,0.68,0
9341395,17.716,0.02,7.401,0.204,1.4665,0.05,0.528,0.01,83.1628,0.97,0
9342624,18.3013,0.02,2.9,0.075,1.526,0.08,0.6852,0.02,36.427,2.03,0
9344085,18.4527,0.02,6.051,0.181,0.904,0.05,0.471,0.01,-54.6265,1.16,0
9345641,17.7112,0.03,8.426,0.302,1.6006,0.06,0.6534,0.01,26.7269,1.74,0
9347299,17.8022,0.01,5.109,0.053,0.5378,0.02,0.4951,0.0,56.7762,0.57,0
9348796,18.1777,0.03,4.196,0.158,1.738,0.08,0.812,0.02,-70.3912,4.06,0
9350108,18.2503,0.01,5.391,0.121,0.774,0.04,0.5918,0.01,-68.4321,1.38,0
9350978,17.6622,0.05,11.615,0.988,3.4132,0.2,0.5065,0.01,-50.3323,1.29,0
9352516,17.8385,0.03,6.858,0.271,1.9331,0.08,0.5718,0.01,-4.4285,1.3,0
9354175,17.668,0.03,10.363,0.543,2.2149,0.1,0.5672,0.01,-63.5102,1.42,0
9355440,18.7297,0.05,5.27,0.384,2.0492,0.18,0.524,0.02,-79.8379,2.13,0
9356872,17.9822,0.01,6.576,0.136,0.9192,0.03,0.4441,0.01,12.5622,0.73,0
9358478,17.7871,0.05,6.895,0.641,4.1309,0.28,0.7779,0.02,69.3277,3.66,0
9361157,18.1567,0.02,5.557,0.143,1.1509,0.04,0.4583,0.01,47.7331,0.88,0
9362531,17.195,0.02,12.032,0.384,1.7147,0.05,0.6183,0.01,85.976,1.25,0
9364039,17.4577,0.02,9.435,0.211,1.2241,0.03,0.4948,0.01,21.5922,0.76,0
9365339,17.9929,0.01,8.105,0.143,0.6414,0.03,0.3745,0.01,-6.001,0.57,0
9366626,17.9186,0.01,5.214,0.083,0.7443,0.03,0.6357,0.01,-61.1437,1.19,0
9368071,18.1299,0.03,7.079,0.302,1.6401,0.08,0.4901,0.01,-22.481,1.22,0
9369573,18.1584,0.02,4.354,0.106,1.0754,0.04,0.8033,0.01,-81.5344,3.27,0
9370938,18.0851,0.01,3.741,0.053,0.8049,0.03,0.4817,0.01,5.2453,0.71,0
9372229,18.2895,0.03,10.212,0.452,1.1766,0.06,0.3779,0.01,86.598,1.04,0
9373319,18.5078,0.02,4.151,0.106,1.0934,0.05,0.4373,0.01,-6.1344,0.98,0
9374786,18.2012,0.02,7.356,0.211,1.064,0.05,0.3613,0.01,-23.6755,0.72,0
9378422,18.8959,0.02,2.345,0.06,1.2848,0.13,0.6887,0.02,30.1289,3.15,0
9380245,18.1618,0.02,7.746,0.249,1.1011,0.05,0.4754,0.01,-62.6308,1.12,0
9382019,17.8579,0.01,4.96,0.068,0.8391,0.03,0.4737,0.01,-86.8988,0.62,0
9383526,18.0815,0.02,2.097,0.045,2.2052,0.14,0.8197,0.02,-25.4882,3.67,0
9384897,18.3575,0.04,14.686,0.829,1.2538,0.08,0.2348,0.01,-84.1562,0.72,0
9386512,18.2497,0.04,7.299,0.4,1.9595,0.11,0.4292,0.01,51.1774,1.14,0
9388126,17.6477,0.03,7.139,0.294,2.128,0.08,0.6972,0.01,71.9997,1.94,0
9389474,17.1985,0.03,14.435,0.618,1.7054,0.06,0.8599,0.02,53.4034,5.37,0
9391741,17.5467,0.02,9.321,0.234,1.4533,0.04,0.3709,0.01,-84.9351,0.52,0
9393167,17.3212,0.02,10.496,0.362,1.8876,0.06,0.6293,0.01,-16.5204,1.33,0
9394848,17.9176,0.02,10.129,0.294,1.1908,0.04,0.2981,0.01,-57.8946,0.52,0
9396018,18.3374,0.02,4.357,0.121,1.1741,0.05,0.5611,0.01,45.3591,1.35,0
9397256,18.3185,0.02,5.659,0.181,1.2046,0.05,0.5015,0.01,-12.0567,1.21,0
9400187,17.6227,0.02,5.159,0.136,1.7556,0.05,0.7064,0.01,-22.9627,1.58,0
9401632,18.3196,0.01,3.075,0.06,0.9521,0.04,0.6642,0.01,63.3903,1.64,0
9402698,18.08,0.02,4.31,0.121,1.5447,0.06,0.6092,0.01,-47.5639,1.42,0
9404308,17.4521,0.03,11.45,0.558,1.9335,0.08,0.8673,0.02,83.9055,5.97,0
9406027,17.4407,0.05,12.915,1.055,3.0758,0.17,0.8462,0.02,41.2918,5.53,0
9407315,18.0433,0.02,5.47,0.121,0.9573,0.04,0.6514,0.01,74.6533,1.55,0
9409132,18.4198,0.01,3.055,0.06,0.847,0.04,0.8109,0.01,-25.8875,3.45,0
9410625,18.3778,0.01,4.592,0.083,0.6917,0.04,0.4804,0.01,13.5003,0.91,0
9411960,17.9259,0.04,8.383,0.505,2.1133,0.11,0.7791,0.02,-44.6237,4.02,0
9413479,17.6551,0.03,7.927,0.317,1.9168,0.07,0.718,0.02,-12.5882,2.22,0
9414771,18.2231,0.02,5.71,0.204,1.5073,0.07,0.4641,0.01,-2.6839,1.04,0
9416366,17.9973,0.01,3.865,0.053,0.7314,0.03,0.6491,0.01,-33.2244,1.15,0
9418215,17.0708,0.06,18.824,1.583,2.9555,0.15,0.9527,0.03,86.1801,18.92,0
9419560,18.4423,0.03,3.516,0.188,2.2507,0.17,0.8109,0.03,56.2958,5.13,0
9420822,18.3286,0.03,6.092,0.317,1.9089,0.11,0.4732,0.01,46.9121,1.31,0
9422456,17.9627,0.02,9.138,0.309,1.4084,0.06,0.3521,0.01,43.6703,0.68,0
9423955,18.5611,0.02,4.278,0.128,0.9654,0.05,0.6365,0.02,20.7604,2.03,0
9425388,17.4904,0.02,11.471,0.249,1.0221,0.03,0.412,0.01,81.951,0.62,0
9427537,17.4145,0.05,18.483,1.53,3.0605,0.17,0.3956,0.01,18.5066,0.88,0
9429066,18.5312,0.01,3.668,0.083,0.7368,0.04,0.6897,0.01,72.5957,2.12,0
9430664,17.7332,0.01,2.818,0.03,1.6565,0.07,0.4048,0.01,-30.9887,0.53,0
9432094,18.8603,0.04,3.676,0.241,1.7788,0.16,0.9012,0.04,3.7057,14.23,0
9434708,17.7059,0.01,8.31,0.151,0.8723,0.03,0.4443,0.01,-58.4824,0.66,0
9435793,17.8641,0.01,2.982,0.03,0.927,0.03,0.4785,0.01,-2.6488,0.6,0
9437929,17.6884,0.01,2.457,0.03,1.7259,0.07,0.4495,0.01,-3.0778,0.6,0
9440186,18.0407,0.02,3.577,0.121,2.1371,0.11,0.7387,0.02,-65.5445,2.44,0
9441221,18.1978,0.03,6.119,0.241,1.5161,0.07,0.58,0.01,-88.3499,1.63,0
9443124,17.5169,0.0,2.221,0.015,0.7411,0.03,0.4066,0.01,-62.8812,0.4,0
9446777,17.0639,0.03,5.285,0.317,5.9683,0.26,0.6235,0.01,35.4421,1.06,0
9449133,17.7423,0.02,4.991,0.128,1.4539,0.04,0.9195,0.01,-65.035,7.35,0
9450455,17.9198,0.01,3.62,0.083,1.6666,0.06,0.5534,0.01,39.9607,0.99,0
9451828,18.3094,0.01,4.054,0.068,0.8369,0.04,0.3683,0.01,68.19,0.61,0
9452955,17.8462,0.01,5.194,0.09,0.8713,0.03,0.7687,0.01,-3.3423,2.17,0
9454254,18.1015,0.01,3.018,0.045,1.0434,0.04,0.5381,0.01,4.5251,0.91,0
9455775,18.1274,0.03,3.315,0.151,3.0192,0.21,0.5637,0.02,-6.5764,1.5,0
9457298,17.585,0.01,2.534,0.038,2.1169,0.08,0.6575,0.01,78.5721,1.14,0
9459876,17.4193,0.01,5.703,0.098,1.3657,0.03,0.6348,0.01,-46.2201,0.97,0
9461188,18.2407,0.02,3.591,0.128,1.8148,0.09,0.8205,0.02,-53.2527,4.24,0
9463308,17.8443,0.02,4.14,0.136,2.165,0.09,0.7309,0.01,78.1137,2.1,0
9464627,18.1435,0.03,4.158,0.219,2.604,0.16,0.7476,0.02,-89.5868,3.13,0
9466655,18.5102,0.04,4.948,0.324,2.1446,0.16,0.6251,0.02,-63.1107,2.55,0
9467752,18.2908,0.03,4.479,0.188,1.7746,0.1,0.6936,0.02,-59.9388,2.5,0
9469843,18.1516,0.03,7.544,0.302,1.397,0.06,0.5183,0.01,-46.6442,1.35,0
9470683,17.8838,0.01,3.039,0.038,1.2919,0.05,0.4537,0.01,72.7151,0.63,0
9471659,18.1623,0.02,5.027,0.181,1.8066,0.09,0.4459,0.01,-83.9544,0.95,0
9473362,17.7378,0.02,8.241,0.294,1.8039,0.07,0.4577,0.01,40.0564,0.85,0
9474587,18.1299,0.02,2.87,0.09,2.0071,0.11,0.907,0.02,-77.4857,7.86,0
9475625,18.0555,0.02,5.164,0.158,1.3621,0.05,0.7614,0.02,-14.6892,2.81,0
9476462,18.2712,0.02,5.6,0.143,0.9633,0.04,0.5158,0.01,-9.5748,1.14,0
9477644,18.7325,0.03,8.286,0.377,0.9717,0.07,0.3422,0.01,-61.7139,1.1,0
9478262,18.1982,0.02,5.552,0.196,1.373,0.06,0.6454,0.01,-37.5445,1.94,0
9479186,17.4556,0.01,4.471,0.038,0.6054,0.02,0.7666,0.01,62.01,1.31,0
9481539,18.6611,0.05,2.884,0.294,3.9188,0.51,0.7659,0.04,52.3374,5.69,0
9482506,18.5215,0.02,2.412,0.053,1.2179,0.08,0.7823,0.02,84.1577,3.46,0
9483124,18.2353,0.04,7.453,0.384,1.7249,0.1,0.5236,0.02,-56.1772,1.57,0
9483781,18.7321,0.02,3.382,0.113,1.0974,0.07,0.7867,0.02,74.2326,4.43,0
9484896,18.6832,0.06,4.785,0.475,2.6478,0.27,0.7864,0.04,17.8151,6.42,0
9485865,18.5184,0.05,6.486,0.445,1.6317,0.11,0.8766,0.03,12.2444,10.86,0
9487818,19.1208,0.02,3.437,0.09,0.5485,0.06,0.5379,0.02,80.6785,1.79,0
9488374,18.7228,0.04,2.532,0.166,3.0327,0.36,0.7094,0.03,-84.6443,4.12,0
9489651,18.8545,0.05,4.401,0.309,1.8774,0.17,0.6133,0.03,25.1608,2.99,0
9490150,18.8907,0.03,2.247,0.098,2.0474,0.24,0.7865,0.03,33.5814,5.78,0
9490638,18.4634,0.03,3.154,0.136,2.1789,0.17,0.5694,0.02,88.372,1.79,0
9492779,18.9227,0.03,2.254,0.083,1.6365,0.17,0.9352,0.03,-51.977,19.64,0
9493313,18.8457,0.05,6.749,0.55,1.7758,0.16,0.4516,0.02,31.3715,1.96,0
9498013,16.2147,0.01,7.319,0.136,3.4092,0.06,0.6524,0.0,3.7256,0.56,0
9508203,16.7937,0.02,7.808,0.286,3.902,0.11,0.5659,0.01,-38.9824,0.68,0
9512114,15.9636,0.01,14.23,0.173,1.5977,0.02,0.6585,0.0,-35.1373,0.59,0
9517737,17.9894,0.03,5.983,0.241,1.9385,0.09,0.5628,0.01,-12.053,1.35,0
9519366,17.3556,0.03,8.172,0.347,2.3817,0.08,0.9165,0.02,39.6609,7.47,0
9521793,17.3943,0.01,4.893,0.106,1.6892,0.04,0.9289,0.01,-47.9219,6.52,0
9526568,16.5571,0.02,4.427,0.181,6.165,0.19,0.9137,0.01,-67.5232,3.81,0
9530300,18.0288,0.01,1.996,0.038,2.3412,0.15,0.5103,0.01,79.669,1.07,0
9532695,16.9095,0.0,3.598,0.03,1.3985,0.02,0.5243,0.0,-33.8189,0.39,0
9537912,17.4813,0.02,6.232,0.158,2.2578,0.07,0.3078,0.0,-28.8393,0.38,0
9539938,18.1142,0.02,3.149,0.09,2.0519,0.11,0.6371,0.01,49.9071,1.64,0
9542933,17.0392,0.02,13.645,0.422,2.1259,0.06,0.3385,0.0,6.051,0.41,0
9544766,17.7171,0.01,4.993,0.068,0.8188,0.02,0.6338,0.01,51.4739,1.0,0
9546367,17.2478,0.01,4.837,0.09,2.2981,0.06,0.3985,0.0,43.6549,0.4,0
9549226,17.3683,0.01,4.636,0.098,1.8601,0.05,0.8027,0.01,85.978,2.02,0
9550846,17.4348,0.02,15.742,0.354,1.0196,0.03,0.2516,0.0,0.5465,0.35,0
9552227,17.7556,0.03,9.52,0.377,1.7998,0.07,0.4234,0.01,71.6563,0.82,0
9554090,17.345,0.04,6.592,0.543,5.1694,0.28,0.8702,0.02,21.36,4.87,0
9556291,17.8091,0.01,1.963,0.03,1.8227,0.09,0.4606,0.01,-27.1468,0.72,0
9557493,18.1439,0.01,2.792,0.053,1.7129,0.1,0.4664,0.01,56.5473,0.9,0
9560556,17.8954,0.01,2.933,0.053,1.7144,0.07,0.5092,0.01,29.3315,0.84,0
9561734,18.4062,0.02,1.755,0.045,1.7958,0.14,0.9411,0.02,37.0162,14.53,0
9562860,17.848,0.02,5.815,0.143,1.1016,0.04,0.8434,0.01,75.6963,3.96,0
9563813,18.109,0.02,3.613,0.106,1.7949,0.09,0.5859,0.01,-40.1997,1.34,0
9565394,18.4519,0.01,2.149,0.045,1.4882,0.11,0.7073,0.02,-60.6106,2.47,0
9566509,18.2001,0.02,3.722,0.113,1.6998,0.08,0.6402,0.01,58.4031,1.73,0
9567313,18.9368,0.04,3.227,0.211,1.8964,0.19,0.7869,0.03,-22.9016,6.25,0
9568004,18.7993,0.01,1.464,0.045,1.6492,0.2,0.7274,0.03,-3.6246,3.89,0
9569032,18.439,0.03,4.807,0.204,1.6656,0.1,0.4947,0.01,-15.9038,1.36,0
9573817,17.0302,0.01,2.644,0.03,2.2311,0.05,0.8794,0.01,4.3918,2.5,0
9578505,16.4144,0.01,6.674,0.143,3.3242,0.06,0.7167,0.01,67.6109,0.83,0
9599139,17.4998,0.04,9.304,0.528,2.7549,0.12,0.7148,0.02,-65.393,2.22,0
9600762,18.0623,0.03,5.117,0.249,2.3136,0.12,0.6454,0.02,-74.1639,1.91,0
9602575,18.0791,0.03,6.54,0.324,1.7406,0.09,0.8885,0.02,-85.0855,8.37,0
9603520,17.8314,0.01,6.805,0.143,0.9353,0.03,0.6149,0.01,12.723,1.27,0
9604696,18.1872,0.01,3.807,0.06,0.7611,0.03,0.5646,0.01,-1.0965,1.0,0
9606058,18.1369,0.04,5.27,0.324,2.4315,0.15,0.8885,0.03,89.861,8.54,0
9607627,18.107,0.02,5.665,0.173,1.3758,0.05,0.5514,0.01,-49.1575,1.26,0
9609023,17.8343,0.07,13.32,1.5,2.8187,0.21,0.8979,0.04,-61.0977,12.66,0
9610281,17.87,0.03,9.637,0.339,1.2671,0.05,0.5299,0.01,-37.1357,1.29,0
9612643,17.4342,0.06,16.077,1.319,2.4691,0.14,0.8845,0.03,-19.6549,8.95,0
9614142,17.6888,0.03,13.553,0.52,1.5487,0.06,0.301,0.01,-26.8914,0.56,0
9615539,17.8347,0.03,5.49,0.226,2.0465,0.09,0.926,0.02,13.822,9.92,0
9618714,17.6845,0.03,8.866,0.339,1.8518,0.07,0.4987,0.01,38.2748,0.99,0
9620151,18.2948,0.04,10.865,0.641,1.5402,0.09,0.3654,0.01,30.5474,1.1,0
9621246,17.5425,0.01,6.497,0.106,1.0091,0.03,0.5621,0.01,84.317,0.8,0
9622391,17.825,0.02,15.442,0.535,1.122,0.04,0.2662,0.01,55.2179,0.54,0
9623845,17.3572,0.03,8.015,0.317,2.2228,0.08,0.9442,0.02,48.3791,11.27,0
9625361,18.5869,0.02,3.001,0.075,1.0715,0.06,0.7141,0.02,-52.4786,2.61,0
9627417,17.8735,0.01,4.087,0.083,1.3317,0.04,0.6495,0.01,-29.2012,1.29,0
9628492,17.8857,0.01,4.854,0.068,0.6668,0.02,0.5945,0.01,18.9827,0.92,0
9630012,17.0892,0.03,14.682,0.58,1.85,0.06,0.7168,0.01,-22.7444,2.07,0
9631595,19.1122,0.03,4.241,0.211,1.1173,0.09,0.5072,0.02,53.9181,2.14,0
9632386,18.151,0.02,5.254,0.188,1.4658,0.06,0.7114,0.02,-3.4345,2.47,0
9634680,17.9969,0.02,3.906,0.151,2.1321,0.1,0.8623,0.02,-31.5917,5.11,0
9636080,18.0723,0.02,4.36,0.113,1.3291,0.05,0.7234,0.01,16.7386,2.18,0
9637444,17.4716,0.01,6.604,0.098,0.8908,0.02,0.6791,0.01,-1.9125,1.2,0
9639907,18.6194,0.03,3.627,0.181,1.7055,0.12,0.9098,0.03,-71.2341,12.47,0
9641081,17.7854,0.02,5.169,0.136,1.4604,0.05,0.8137,0.01,42.8477,3.04,0
9642759,18.0971,0.01,3.875,0.068,0.9376,0.04,0.5741,0.01,-16.4829,1.04,0
9644309,18.1013,0.04,10.577,0.648,1.8175,0.1,0.477,0.01,61.0961,1.45,0
9648217,18.3541,0.02,4.235,0.151,1.5413,0.08,0.5682,0.01,-43.1459,1.53,0
9651174,18.5639,0.04,7.791,0.437,1.3481,0.09,0.4856,0.02,71.9865,1.75,0
9652694,17.8955,0.03,10.032,0.415,1.5394,0.07,0.4468,0.01,-80.0929,1.01,0
9653951,17.9269,0.01,4.799,0.106,1.0308,0.03,0.8971,0.01,-12.058,5.89,0
9654901,18.3962,0.02,3.87,0.113,1.3876,0.07,0.5082,0.01,0.2044,1.22,0
9658285,17.2001,0.03,12.96,0.498,1.7003,0.05,0.8468,0.02,-25.1999,4.43,0
9659442,17.489,0.02,8.208,0.234,1.4254,0.04,0.7748,0.01,-3.8664,2.49,0
9661081,17.5366,0.01,11.185,0.234,0.8474,0.03,0.5005,0.01,89.2634,0.88,0
9662332,18.3275,0.02,7.007,0.196,0.9399,0.05,0.3731,0.01,82.7675,0.79,0
9664035,18.3288,0.02,5.415,0.166,1.0436,0.05,0.6515,0.01,8.2926,2.03,0
9665097,17.8691,0.01,12.779,0.249,0.6397,0.03,0.2533,0.0,-17.1435,0.39,0
9666768,17.1413,0.02,9.781,0.211,1.5041,0.03,0.5437,0.01,45.2868,0.75,0
9668254,17.5456,0.03,10.634,0.467,1.9388,0.08,0.6068,0.01,-69.7266,1.51,0
9669715,19.0084,0.02,2.526,0.068,1.2609,0.14,0.5137,0.02,61.9382,1.92,0
9670967,17.9222,0.02,5.793,0.136,1.0634,0.04,0.7218,0.01,-26.5819,2.04,0
9672292,18.7249,0.02,3.631,0.09,0.7328,0.05,0.6904,0.02,48.1709,2.48,0
9673327,18.5988,0.02,9.062,0.302,0.7263,0.05,0.3065,0.01,-78.3932,0.81,0
9674774,18.6748,0.05,5.395,0.482,2.5423,0.25,0.5254,0.02,-77.8558,2.22,0
9675845,17.353,0.05,14.697,1.199,2.8647,0.15,0.9053,0.03,-50.0013,9.63,0
9677268,18.1459,0.05,7.201,0.52,2.2749,0.15,0.835,0.03,41.0452,6.43,0
9678376,17.7302,0.01,4.795,0.075,0.8125,0.02,0.8833,0.01,72.7149,4.05,0
9679559,17.383,0.02,7.515,0.166,1.2062,0.03,0.9028,0.01,-9.0017,5.48,0
9681629,17.7412,0.02,7.459,0.249,1.4297,0.05,0.8433,0.02,75.7466,4.47,0
9683063,17.6857,0.02,10.18,0.234,1.0592,0.03,0.3463,0.0,-36.6477,0.52,0
9684480,17.8738,0.01,1.826,0.03,1.8804,0.1,0.5536,0.01,-10.7748,1.01,0
9685743,17.6275,0.04,14.365,0.859,2.2126,0.11,0.4225,0.01,-57.5552,0.98,0
9686960,18.4887,0.02,3.423,0.121,1.3464,0.07,0.916,0.02,65.8918,10.88,0
9688295,17.8751,0.02,6.936,0.204,1.6458,0.06,0.3441,0.01,15.3761,0.56,0
9690756,17.9307,0.01,4.371,0.083,0.9313,0.03,0.881,0.01,-37.9886,4.65,0
9693100,17.3198,0.04,13.88,0.882,2.3239,0.11,0.9473,0.02,-8.5804,16.94,0
9694151,17.9601,0.01,3.433,0.068,1.4807,0.06,0.5189,0.01,-48.0953,0.87,0
9695681,18.7006,0.02,1.489,0.053,1.9353,0.22,0.7675,0.03,-45.4964,4.51,0
9696945,18.2638,0.01,3.021,0.045,0.7194,0.03,0.7321,0.01,-44.7549,1.89,0
9698917,17.7362,0.02,8.753,0.219,1.1318,0.03,0.4605,0.01,-83.4969,0.79,0
9700341,18.1001,0.01,5.606,0.09,0.6449,0.03,0.4777,0.01,-53.0902,0.76,0
9702111,17.5051,0.05,13.612,1.116,3.0492,0.17,0.6585,0.02,82.2838,2.19,0
9704380,18.4108,0.02,3.292,0.09,1.1242,0.05,0.8805,0.02,-24.2212,6.45,0
9705531,17.9858,0.03,11.092,0.467,1.3856,0.06,0.4053,0.01,-57.4625,0.97,0
9706646,17.6102,0.02,6.313,0.166,1.4356,0.04,0.8702,0.01,24.0055,4.42,0
9708149,18.4379,0.02,3.455,0.09,1.1606,0.05,0.679,0.02,4.9381,2.11,0
9709797,18.0785,0.02,4.511,0.158,1.725,0.08,0.7889,0.02,-33.1911,3.3,0
9711437,18.1119,0.02,3.072,0.068,1.4336,0.06,0.7539,0.01,-21.5875,2.34,0
9712821,18.4449,0.02,6.185,0.219,1.1006,0.06,0.4677,0.01,13.6223,1.24,0
9714040,18.7558,0.03,2.254,0.09,2.0643,0.21,0.8852,0.03,-61.5818,10.27,0
9715326,17.674,0.02,9.214,0.211,1.1574,0.03,0.3872,0.01,-61.8118,0.58,0
9716328,17.8976,0.02,5.618,0.188,1.8502,0.07,0.5552,0.01,-66.5668,1.17,0
9720429,18.724,0.02,2.636,0.06,1.2432,0.1,0.5111,0.02,-51.8033,1.48,0
9722530,18.233,0.02,4.924,0.151,1.1609,0.05,0.7761,0.02,64.2203,3.29,0
9724896,17.6745,0.02,13.652,0.369,0.9246,0.03,0.3849,0.01,81.2621,0.73,0
9726407,18.2049,0.02,4.743,0.128,1.0856,0.04,0.7489,0.01,-55.7029,2.68,0
9728536,17.2361,0.01,7.111,0.128,1.1983,0.03,0.8304,0.01,-40.135,2.5,0
9729690,17.5487,0.04,9.944,0.558,2.5501,0.11,0.676,0.02,50.1275,1.99,0
9730697,17.9737,0.01,9.955,0.188,0.6571,0.03,0.2825,0.0,-26.3868,0.43,0
9731857,18.0174,0.01,4.636,0.075,0.8078,0.03,0.6174,0.01,-34.6912,1.16,0
9733376,18.0876,0.01,5.979,0.121,0.903,0.04,0.4589,0.01,-52.596,0.8,0
9735078,17.7729,0.04,6.663,0.437,3.0461,0.17,0.8548,0.02,50.5547,5.4,0
9737383,18.1735,0.05,10.586,0.799,2.1077,0.14,0.4649,0.02,-66.1028,1.53,0
9738646,18.3938,0.02,9.489,0.279,0.7302,0.04,0.3182,0.01,21.3183,0.73,0
9739792,17.2584,0.03,9.45,0.377,2.3582,0.08,0.7321,0.01,20.8251,1.93,0
9741348,18.5394,0.01,2.581,0.053,1.0072,0.05,0.8047,0.02,74.8758,3.7,0
9742670,18.3136,0.04,8.322,0.452,1.6889,0.1,0.4193,0.01,43.214,1.19,0
9743799,18.0662,0.04,9.769,0.528,1.8891,0.1,0.3767,0.01,35.4041,0.92,0
9744961,18.4297,0.03,4.444,0.226,1.7011,0.1,0.9549,0.03,-47.0167,23.77,0
9746294,18.0333,0.01,2.793,0.045,1.2543,0.05,0.7765,0.01,61.7507,2.3,0
9747706,17.9618,0.02,3.849,0.128,1.9335,0.08,0.8651,0.02,-17.7925,4.9,0
9748723,17.5625,0.04,10.021,0.588,2.3431,0.11,0.9256,0.02,-76.3338,11.41,0
9750064,17.7223,0.03,10.489,0.475,1.9829,0.08,0.4098,0.01,7.0883,0.82,0
9751346,18.1795,0.02,7.442,0.173,0.8311,0.04,0.3696,0.01,-61.2541,0.68,0
9752527,18.121,0.04,9.706,0.52,1.7982,0.1,0.3827,0.01,-14.4429,0.97,0
9753783,17.8412,0.03,13.914,0.58,1.4587,0.06,0.286,0.01,31.8193,0.59,0
9755128,17.3201,0.1,27.509,4.244,3.337,0.27,0.7791,0.03,-39.4142,5.54,0
9756071,18.1349,0.03,5.987,0.271,1.6631,0.08,0.792,0.02,58.6181,4.05,0
9756947,18.2586,0.03,4.758,0.196,1.7032,0.09,0.6647,0.02,-5.26,2.19,0
9758421,18.1108,0.02,5.396,0.143,1.0597,0.04,0.7883,0.01,-30.3611,3.26,0
9759527,18.2548,0.02,4.472,0.121,1.1318,0.05,0.7359,0.02,51.9045,2.58,0
9760963,18.1315,0.02,7.465,0.226,1.0991,0.04,0.4839,0.01,-74.5558,1.1,0
9762290,18.2177,0.02,3.351,0.098,1.6871,0.08,0.7062,0.02,19.9464,2.2,0
9763692,18.3217,0.01,4.112,0.09,0.9416,0.04,0.6008,0.01,14.6655,1.4,0
9764634,17.4455,0.03,9.617,0.437,2.3149,0.09,0.6517,0.01,-63.4049,1.61,0
9766117,18.0747,0.03,10.198,0.384,1.2711,0.06,0.3411,0.01,-1.3737,0.75,0
9767427,18.6064,0.02,3.302,0.075,0.9247,0.05,0.5509,0.01,36.7222,1.4,0
9768388,18.0186,0.07,7.974,1.138,4.6421,0.43,0.7501,0.03,-50.4846,4.22,0
9769666,18.0226,0.02,7.034,0.173,1.0842,0.04,0.4022,0.01,75.6128,0.71,0
9771108,17.7935,0.01,3.559,0.068,1.6345,0.06,0.609,0.01,28.1496,1.07,0
9772600,18.115,0.02,5.083,0.151,1.2603,0.05,0.6972,0.01,-55.237,2.11,0
9773937,18.5485,0.02,6.308,0.158,0.6591,0.04,0.4293,0.01,-17.6704,1.0,0
9775887,18.0473,0.04,6.152,0.354,2.1345,0.12,0.9144,0.03,-66.335,11.06,0
9777731,18.025,0.03,4.547,0.173,1.851,0.08,0.8892,0.02,26.9647,6.76,0
9779253,18.1275,0.02,4.328,0.151,1.9172,0.09,0.4907,0.01,-42.4533,1.05,0
9781463,17.6741,0.05,8.735,0.694,3.228,0.19,0.8874,0.03,-55.4792,7.67,0
9782789,17.2016,0.04,13.984,0.844,2.6001,0.11,0.8335,0.02,-57.3095,4.32,0
9786061,18.1374,0.03,4.946,0.219,1.8756,0.09,0.8296,0.02,-27.5047,4.77,0
9787367,17.8635,0.02,11.209,0.309,1.018,0.04,0.3338,0.01,58.9308,0.6,0
9788483,17.9971,0.01,7.306,0.143,0.8654,0.03,0.3416,0.0,-58.2203,0.52,0
9789622,17.6284,0.03,8.307,0.317,1.86,0.07,0.6698,0.01,57.6055,1.78,0
9790974,18.6039,0.01,3.634,0.075,0.6808,0.04,0.5195,0.01,38.7389,1.18,0
9792408,17.8527,0.03,8.396,0.415,2.0551,0.1,0.5771,0.01,83.5297,1.52,0
9793595,17.617,0.03,11.261,0.513,1.9479,0.08,0.4992,0.01,-68.569,1.08,0
9794573,17.9741,0.03,6.38,0.324,1.992,0.1,0.9252,0.02,-34.4893,11.99,0
9796768,17.8832,0.02,5.809,0.196,1.5743,0.06,0.7723,0.02,-62.8643,2.85,0
9798320,17.6905,0.06,15.247,1.387,2.5153,0.16,0.7111,0.03,12.4771,3.51,0
